STATIONS_ID;MESS_DATUM;QN_592;ATMO_LBERG;FD_LBERG;FG_LBERG;SD_LBERG;ZENIT;MESS_DATUM_WOZ;eor
       2932;2019050209:08;    1;  110.0;  143.0;  224.0;  48;    46.86;2019050210:00;eor
       2932;2019050210:08;    1;  111.0;  124.0;  249.0;  46;    40.33;2019050211:00;eor
       2932;2019050211:08;    1;  111.0;  109.0;  243.0;  47;    36.57;2019050212:00;eor
       2932;2019050212:08;    1;  115.0;  118.0;  243.0;  43;    36.56;2019050213:00;eor
       2932;2019050213:08;    1;  112.0;  112.0;  249.0;  49;    40.29;2019050214:00;eor
       2932;2019050214:08;    1;  113.0;  108.0;  241.0;  54;    46.81;2019050215:00;eor
       2932;2019050215:08;    1;  115.0;   79.0;  169.0;  42;    54.99;2019050216:00;eor
       2932;2019050216:08;    1;  122.0;   76.0;  109.0;  26;    64.03;2019050217:00;eor
       2932;2019050217:08;    1;  120.0;   47.0;   61.0;  26;    73.35;2019050218:00;eor
       2932;2019050218:08;    1;  116.0;   22.0;   26.0;  17;    82.54;2019050219:00;eor
       2932;2019050219:08;    1;  111.0;    3.0;    3.0;   0;    91.23;2019050220:00;eor
       2932;2019050220:08;    1;  109.0;    0.0;    0.0;   0;    99.04;2019050221:00;eor
       2932;2019050221:08;    1;  120.0;    0.0;    0.0;   0;   105.54;2019050222:00;eor
       2932;2019050222:08;    1;  124.0;    0.0;    0.0;   0;   110.25;2019050223:00;eor
       2932;2019050223:08;    1;  119.0;    0.0;    0.0;   0;   112.74;2019050300:00;eor
       2932;2019050300:08;    1;  126.0;    0.0;    0.0;   0;   112.73;2019050301:00;eor
       2932;2019050301:08;    1;  127.0;    0.0;    0.0;   0;   110.21;2019050302:00;eor
       2932;2019050302:07;    1;  125.0;    0.0;    0.0;   0;   105.48;2019050303:00;eor
       2932;2019050303:07;    1;  122.0;    0.0;    0.0;   0;    98.97;2019050304:00;eor
       2932;2019050304:07;    1;  121.0;    0.0;    1.0;   0;    91.14;2019050305:00;eor
       2932;2019050305:07;    1;  119.0;   11.0;   11.0;   0;    82.44;2019050306:00;eor
       2932;2019050306:07;    1;  118.0;   20.0;   21.0;   0;    73.23;2019050307:00;eor
       2932;2019050307:07;    1;  117.0;   49.0;   49.0;   0;    63.89;2019050308:00;eor
       2932;2019050308:07;    1;  116.0;   81.0;   90.0;   5;    54.83;2019050309:00;eor
       2932;2019050309:07;    1;  108.0;   97.0;  162.0;  28;    46.61;2019050310:00;eor
       2932;2019050310:07;    1;  108.0;   96.0;  197.0;  26;    40.05;2019050311:00;eor
       2932;2019050311:07;    1;  110.0;  119.0;  178.0;  21;    36.28;2019050312:00;eor
       2932;2019050312:07;    1;  112.0;  130.0;  238.0;  33;    36.27;2019050313:00;eor
       2932;2019050313:07;    1;  118.0;   91.0;  103.0;   8;    40.02;2019050314:00;eor
       2932;2019050314:07;    1;  118.0;  103.0;  105.0;   0;    46.56;2019050315:00;eor
       2932;2019050315:07;    1;  117.0;   71.0;   74.0;   1;    54.76;2019050316:00;eor
       2932;2019050316:07;    1;  115.0;   68.0;   81.0;  10;    63.80;2019050317:00;eor
       2932;2019050317:07;    1;  117.0;   27.0;   28.0;   0;    73.12;2019050318:00;eor
       2932;2019050318:07;    1;  112.0;   23.0;   24.0;   0;    82.31;2019050319:00;eor
       2932;2019050319:07;    1;  115.0;    1.0;    2.0;   0;    90.99;2019050320:00;eor
       2932;2019050320:07;    1;  111.0;    0.0;    0.0;   0;    98.79;2019050321:00;eor
       2932;2019050321:07;    1;  116.0;    0.0;    0.0;   0;   105.27;2019050322:00;eor
       2932;2019050322:07;    1;  112.0;    0.0;    0.0;   0;   109.96;2019050323:00;eor
       2932;2019050323:07;    1;  111.0;    0.0;    0.0;   0;   112.44;2019050400:00;eor
       2932;2019050400:07;    1;  113.0;    0.0;    0.0;   0;   112.43;2019050401:00;eor
       2932;2019050401:07;    1;  118.0;    0.0;    0.0;   0;   109.93;2019050402:00;eor
       2932;2019050402:07;    1;  121.0;    0.0;    0.0;   0;   105.21;2019050403:00;eor
       2932;2019050403:07;    1;  121.0;    0.0;    0.0;   0;    98.72;2019050404:00;eor
       2932;2019050404:07;    1;  120.0;    0.0;    0.0;   0;    90.90;2019050405:00;eor
       2932;2019050405:07;    1;  119.0;    4.0;    4.0;   0;    82.21;2019050406:00;eor
       2932;2019050406:07;    1;  118.0;   13.0;   13.0;   0;    73.01;2019050407:00;eor
       2932;2019050407:07;    1;  117.0;   25.0;   26.0;   0;    63.67;2019050408:00;eor
       2932;2019050408:07;    1;  117.0;   42.0;   43.0;   0;    54.60;2019050409:00;eor
       2932;2019050409:07;    1;  118.0;   51.0;   52.0;   0;    46.36;2019050410:00;eor
       2932;2019050410:07;    1;  117.0;   85.0;   86.0;   0;    39.78;2019050411:00;eor
       2932;2019050411:07;    1;  113.0;   99.0;  100.0;   0;    35.99;2019050412:00;eor
       2932;2019050412:07;    1;  116.0;   92.0;   94.0;   0;    35.98;2019050413:00;eor
       2932;2019050413:07;    1;  113.0;  129.0;  139.0;   8;    39.75;2019050414:00;eor
       2932;2019050414:07;    1;   -999;  110.0;  227.0;  59;    46.31;2019050415:00;eor
       2932;2019050415:07;    1;   -999;   74.0;  222.0;  58;    54.53;2019050416:00;eor
       2932;2019050416:07;    1;  104.0;   43.0;   45.0;   2;    63.58;2019050417:00;eor
       2932;2019050417:07;    1;  111.0;   40.0;   55.0;  23;    72.90;2019050418:00;eor
       2932;2019050418:07;    1;   93.0;   17.0;   37.0;  48;    82.08;2019050419:00;eor
       2932;2019050419:07;    1;   94.0;    3.0;    3.0;   0;    90.75;2019050420:00;eor
       2932;2019050420:07;    1;   94.0;    0.0;    0.0;   0;    98.54;2019050421:00;eor
       2932;2019050421:07;    1;   90.0;    0.0;    0.0;   0;   105.00;2019050422:00;eor
       2932;2019050422:07;    1;   89.0;    0.0;    0.0;   0;   109.68;2019050423:00;eor
       2932;2019050423:07;    1;   88.0;    0.0;    0.0;   0;   112.16;2019050500:00;eor
       2932;2019050500:07;    1;   88.0;    0.0;    0.0;   0;   112.14;2019050501:00;eor
       2932;2019050501:07;    1;   87.0;    0.0;    0.0;   0;   109.65;2019050502:00;eor
       2932;2019050502:07;    1;   87.0;    0.0;    0.0;   0;   104.95;2019050503:00;eor
       2932;2019050503:07;    1;   86.0;    0.0;    0.0;   0;    98.46;2019050504:00;eor
       2932;2019050504:07;    1;   86.0;    2.0;    3.0;   9;    90.67;2019050505:00;eor
       2932;2019050505:07;    1;   86.0;   13.0;   33.0;  59;    81.98;2019050506:00;eor
       2932;2019050506:07;    1;   87.0;   22.0;   95.0;  60;    72.78;2019050507:00;eor
       2932;2019050507:07;    1;   90.0;   29.0;  158.0;  60;    63.44;2019050508:00;eor
       2932;2019050508:07;    1;   93.0;   44.0;  203.0;  55;    54.37;2019050509:00;eor
       2932;2019050509:07;    1;  102.0;   87.0;  225.0;  44;    46.12;2019050510:00;eor
       2932;2019050510:07;    1;  107.0;   94.0;  204.0;  28;    39.51;2019050511:00;eor
       2932;2019050511:07;    1;  105.0;  100.0;  148.0;  16;    35.71;2019050512:00;eor
       2932;2019050512:07;    1;  100.0;   89.0;  329.0;  59;    35.69;2019050513:00;eor
       2932;2019050513:07;    1;  100.0;   88.0;  257.0;  48;    39.48;2019050514:00;eor
       2932;2019050514:07;    1;  108.0;  114.0;  150.0;  20;    46.06;2019050515:00;eor
       2932;2019050515:07;    1;  106.0;   86.0;  149.0;  30;    54.30;2019050516:00;eor
       2932;2019050516:07;    1;  107.0;   51.0;   66.0;   9;    63.36;2019050517:00;eor
       2932;2019050517:07;    1;  112.0;   39.0;   53.0;  13;    72.68;2019050518:00;eor
       2932;2019050518:07;    1;  113.0;   17.0;   20.0;  11;    81.86;2019050519:00;eor
       2932;2019050519:07;    1;  111.0;    2.0;    2.0;   4;    90.52;2019050520:00;eor
       2932;2019050520:07;    1;   -999;    0.0;    0.0;   0;    98.29;2019050521:00;eor
       2932;2019050521:07;    1;   -999;    0.0;    0.0;   0;   104.74;2019050522:00;eor
       2932;2019050522:07;    1;   97.0;    0.0;    0.0;   0;   109.41;2019050523:00;eor
       2932;2019050523:07;    1;  107.0;    0.0;    0.0;   0;   111.87;2019050600:00;eor
       2932;2019050600:07;    1;  115.0;    0.0;    0.0;   0;   111.86;2019050601:00;eor
       2932;2019050601:07;    1;  115.0;    0.0;    0.0;   0;   109.37;2019050602:00;eor
       2932;2019050602:07;    1;  106.0;    0.0;    0.0;   0;   104.68;2019050603:00;eor
       2932;2019050603:07;    1;  100.0;    0.0;    0.0;   0;    98.22;2019050604:00;eor
       2932;2019050604:07;    1;   89.0;    3.0;    3.0;   6;    90.44;2019050605:00;eor
       2932;2019050605:07;    1;   88.0;   16.0;   36.0;  59;    81.76;2019050606:00;eor
       2932;2019050606:07;    1;   90.0;   27.0;   95.0;  60;    72.57;2019050607:00;eor
       2932;2019050607:07;    1;   93.0;   39.0;  149.0;  58;    63.23;2019050608:00;eor
       2932;2019050608:07;    1;  102.0;   85.0;  177.0;  41;    54.14;2019050609:00;eor
       2932;2019050609:07;    1;  111.0;  100.0;  140.0;  18;    45.88;2019050610:00;eor
       2932;2019050610:07;    1;  117.0;   56.0;   77.0;   6;    39.25;2019050611:00;eor
       2932;2019050611:07;    1;  117.0;   95.0;   96.0;   0;    35.42;2019050612:00;eor
       2932;2019050612:07;    1;  115.0;  156.0;  175.0;  11;    35.41;2019050613:00;eor
       2932;2019050613:07;    1;  116.0;  137.0;  145.0;   3;    39.22;2019050614:00;eor
       2932;2019050614:07;    1;  109.0;  122.0;  185.0;  23;    45.82;2019050615:00;eor
       2932;2019050615:07;    1;  117.0;  109.0;  112.0;   1;    54.08;2019050616:00;eor
       2932;2019050616:07;    1;  115.0;   90.0;  122.0;  17;    63.14;2019050617:00;eor
       2932;2019050617:07;    1;  112.0;   54.0;   56.0;   1;    72.47;2019050618:00;eor
       2932;2019050618:07;    1;  107.0;   19.0;   19.0;   0;    81.64;2019050619:00;eor
       2932;2019050619:07;    1;  109.0;    2.0;    2.0;   0;    90.29;2019050620:00;eor
       2932;2019050620:07;    1;  108.0;    0.0;    0.0;   0;    98.04;2019050621:00;eor
       2932;2019050621:07;    1;  102.0;    0.0;    0.0;   0;   104.48;2019050622:00;eor
       2932;2019050622:07;    1;   97.0;    0.0;    0.0;   0;   109.14;2019050623:00;eor
       2932;2019050623:07;    1;   95.0;    0.0;    0.0;   0;   111.59;2019050700:00;eor
       2932;2019050700:07;    1;  103.0;    0.0;    0.0;   0;   111.58;2019050701:00;eor
       2932;2019050701:07;    1;  110.0;    0.0;    0.0;   0;   109.10;2019050702:00;eor
       2932;2019050702:07;    1;  114.0;    0.0;    0.0;   0;   104.43;2019050703:00;eor
       2932;2019050703:07;    1;  115.0;    0.0;    0.0;   0;    97.98;2019050704:00;eor
       2932;2019050704:07;    1;  112.0;    2.0;    2.0;   0;    90.21;2019050705:00;eor
       2932;2019050705:07;    1;  110.0;   17.0;   18.0;   0;    81.54;2019050706:00;eor
       2932;2019050706:07;    1;  119.0;   15.0;   15.0;   0;    72.35;2019050707:00;eor
       2932;2019050707:07;    1;  119.0;   26.0;   26.0;   0;    63.01;2019050708:00;eor
       2932;2019050708:07;    1;  118.0;   82.0;   89.0;   3;    53.92;2019050709:00;eor
       2932;2019050709:07;    1;  115.0;   96.0;  123.0;  12;    45.64;2019050710:00;eor
       2932;2019050710:07;    1;  111.0;  119.0;  215.0;  32;    38.99;2019050711:00;eor
       2932;2019050711:07;    1;  107.0;  110.0;  295.0;  47;    35.15;2019050712:00;eor
       2932;2019050712:07;    1;  107.0;   93.0;  282.0;  45;    35.14;2019050713:00;eor
       2932;2019050713:07;    1;  120.0;  120.0;  131.0;   5;    38.96;2019050714:00;eor
       2932;2019050714:07;    1;  119.0;   82.0;   98.0;   6;    45.59;2019050715:00;eor
       2932;2019050715:07;    1;  121.0;   34.0;   34.0;   0;    53.86;2019050716:00;eor
       2932;2019050716:07;    1;  116.0;   70.0;   74.0;   2;    62.93;2019050717:00;eor
       2932;2019050717:07;    1;  115.0;   43.0;   44.0;   1;    72.26;2019050718:00;eor
       2932;2019050718:07;    1;  117.0;   16.0;   16.0;   0;    81.42;2019050719:00;eor
       2932;2019050719:07;    1;  114.0;    2.0;    2.0;   0;    90.06;2019050720:00;eor
       2932;2019050720:07;    1;  101.0;    0.0;    0.0;   0;    97.80;2019050721:00;eor
       2932;2019050721:07;    1;   96.0;    0.0;    0.0;   0;   104.22;2019050722:00;eor
       2932;2019050722:07;    1;   98.0;    0.0;    0.0;   0;   108.87;2019050723:00;eor
       2932;2019050723:07;    1;  110.0;    0.0;    0.0;   0;   111.32;2019050800:00;eor
       2932;2019050800:07;    1;   -999;    0.0;    0.0;   0;   111.30;2019050801:00;eor
       2932;2019050801:07;    1;   96.0;    0.0;    0.0;   0;   108.84;2019050802:00;eor
       2932;2019050802:07;    1;   94.0;    0.0;    0.0;   0;   104.17;2019050803:00;eor
       2932;2019050803:07;    1;  100.0;    0.0;    0.0;   0;    97.74;2019050804:00;eor
       2932;2019050804:07;    1;  103.0;    4.0;    4.0;   0;    89.98;2019050805:00;eor
       2932;2019050805:07;    1;   -999;   27.0;   33.0;  21;    81.33;2019050806:00;eor
       2932;2019050806:07;    1;  101.0;   58.0;   83.0;  54;    72.15;2019050807:00;eor
       2932;2019050807:07;    1;  102.0;   70.0;  134.0;  58;    62.80;2019050808:00;eor
       2932;2019050808:07;    1;  109.0;  108.0;  179.0;  60;    53.71;2019050809:00;eor
       2932;2019050809:07;    1;  107.0;   86.0;  248.0;  60;    45.41;2019050810:00;eor
       2932;2019050810:07;    1;  111.0;  110.0;  280.0;  60;    38.74;2019050811:00;eor
       2932;2019050811:07;    1;  118.0;  155.0;  230.0;  53;    34.88;2019050812:00;eor
       2932;2019050812:07;    1;  128.0;  130.0;  137.0;   4;    34.87;2019050813:00;eor
       2932;2019050813:07;    1;  131.0;   68.0;   70.0;   0;    38.71;2019050814:00;eor
       2932;2019050814:07;    1;  131.0;   49.0;   50.0;   0;    45.36;2019050815:00;eor
       2932;2019050815:07;    1;  131.0;   56.0;   57.0;   0;    53.64;2019050816:00;eor
       2932;2019050816:07;    1;  132.0;   39.0;   39.0;   0;    62.72;2019050817:00;eor
       2932;2019050817:07;    1;  132.0;   25.0;   25.0;   0;    72.05;2019050818:00;eor
       2932;2019050818:07;    1;  128.0;   21.0;   22.0;   0;    81.21;2019050819:00;eor
       2932;2019050819:07;    1;  124.0;    2.0;    2.0;   0;    89.84;2019050820:00;eor
       2932;2019050820:07;    1;  123.0;    0.0;    0.0;   0;    97.57;2019050821:00;eor
       2932;2019050821:07;    1;  127.0;    0.0;    0.0;   0;   103.97;2019050822:00;eor
       2932;2019050822:07;    1;  129.0;    0.0;    0.0;   0;   108.61;2019050823:00;eor
       2932;2019050823:07;    1;  128.0;    0.0;    0.0;   0;   111.05;2019050900:00;eor
       2932;2019050900:07;    1;  127.0;    0.0;    0.0;   0;   111.03;2019050901:00;eor
       2932;2019050901:07;    1;  122.0;    0.0;    0.0;   0;   108.57;2019050902:00;eor
       2932;2019050902:07;    1;  118.0;    0.0;    0.0;   0;   103.92;2019050903:00;eor
       2932;2019050903:07;    1;  125.0;    0.0;    0.0;   0;    97.50;2019050904:00;eor
       2932;2019050904:07;    1;  124.0;    1.0;    1.0;   0;    89.76;2019050905:00;eor
       2932;2019050905:07;    1;  119.0;   13.0;   14.0;   0;    81.11;2019050906:00;eor
       2932;2019050906:07;    1;  111.0;   44.0;   45.0;   0;    71.94;2019050907:00;eor
       2932;2019050907:07;    1;  107.0;   66.0;   99.0;  37;    62.60;2019050908:00;eor
       2932;2019050908:07;    1;  106.0;   66.0;  169.0;  57;    53.49;2019050909:00;eor
       2932;2019050909:07;    1;  113.0;   87.0;  225.0;  53;    45.18;2019050910:00;eor
       2932;2019050910:07;    1;  115.0;   93.0;  229.0;  40;    38.49;2019050911:00;eor
       2932;2019050911:07;    1;  118.0;  108.0;  189.0;  25;    34.61;2019050912:00;eor
       2932;2019050912:07;    1;  123.0;  100.0;  200.0;  22;    34.60;2019050913:00;eor
       2932;2019050913:07;    1;  114.0;   63.0;  269.0;  51;    38.46;2019050914:00;eor
       2932;2019050914:07;    1;  117.0;   89.0;  223.0;  40;    45.13;2019050915:00;eor
       2932;2019050915:07;    1;  124.0;   82.0;  100.0;  11;    53.43;2019050916:00;eor
       2932;2019050916:07;    1;  129.0;   68.0;   70.0;   3;    62.52;2019050917:00;eor
       2932;2019050917:07;    1;  119.0;   41.0;   79.0;  31;    71.84;2019050918:00;eor
       2932;2019050918:07;    1;  127.0;   22.0;   23.0;   0;    81.00;2019050919:00;eor
       2932;2019050919:07;    1;  121.0;    4.0;    4.0;   0;    89.62;2019050920:00;eor
       2932;2019050920:07;    1;  114.0;    0.0;    0.0;   0;    97.34;2019050921:00;eor
       2932;2019050921:07;    1;  122.0;    0.0;    0.0;   0;   103.73;2019050922:00;eor
       2932;2019050922:07;    1;  121.0;    0.0;    0.0;   0;   108.35;2019050923:00;eor
       2932;2019050923:07;    1;  126.0;    0.0;    0.0;   0;   110.78;2019051000:00;eor
       2932;2019051000:07;    1;  126.0;    0.0;    0.0;   0;   110.77;2019051001:00;eor
       2932;2019051001:07;    1;  127.0;    0.0;    0.0;   0;   108.32;2019051002:00;eor
       2932;2019051002:07;    1;  113.0;    0.0;    0.0;   0;   103.68;2019051003:00;eor
       2932;2019051003:07;    1;  118.0;    0.0;    0.0;   0;    97.27;2019051004:00;eor
       2932;2019051004:07;    1;  123.0;    2.0;    2.0;   0;    89.54;2019051005:00;eor
       2932;2019051005:07;    1;  125.0;   11.0;   12.0;   0;    80.91;2019051006:00;eor
       2932;2019051006:07;    1;  123.0;   39.0;   40.0;   0;    71.74;2019051007:00;eor
       2932;2019051007:07;    1;  124.0;   80.0;   81.0;   0;    62.40;2019051008:00;eor
       2932;2019051008:07;    1;  114.0;   86.0;  190.0;  40;    53.28;2019051009:00;eor
       2932;2019051009:07;    1;  121.0;   84.0;  221.0;  40;    44.95;2019051010:00;eor
       2932;2019051010:07;    1;  125.0;  131.0;  156.0;  11;    38.25;2019051011:00;eor
       2932;2019051011:07;    1;  125.0;  130.0;  151.0;  13;    34.35;2019051012:00;eor
       2932;2019051012:07;    1;  127.0;  149.0;  163.0;  10;    34.34;2019051013:00;eor
       2932;2019051013:07;    1;  127.0;   95.0;  127.0;   9;    38.22;2019051014:00;eor
       2932;2019051014:07;    1;  119.0;  107.0;  171.0;  27;    44.91;2019051015:00;eor
       2932;2019051015:07;    1;  116.0;   87.0;  169.0;  39;    53.22;2019051016:00;eor
       2932;2019051016:07;    1;  113.0;   56.0;  139.0;  45;    62.32;2019051017:00;eor
       2932;2019051017:07;    1;  122.0;   37.0;   58.0;  22;    71.65;2019051018:00;eor
       2932;2019051018:07;    1;  108.0;   22.0;   35.0;  34;    80.80;2019051019:00;eor
       2932;2019051019:07;    1;  112.0;    3.0;    3.0;   0;    89.41;2019051020:00;eor
       2932;2019051020:07;    1;  104.0;    0.0;    0.0;   0;    97.11;2019051021:00;eor
       2932;2019051021:07;    1;  103.0;    0.0;    0.0;   0;   103.49;2019051022:00;eor
       2932;2019051022:07;    1;  107.0;    0.0;    0.0;   0;   108.09;2019051023:00;eor
       2932;2019051023:07;    1;  113.0;    0.0;    0.0;   0;   110.52;2019051100:00;eor
       2932;2019051100:07;    1;  117.0;    0.0;    0.0;   0;   110.51;2019051101:00;eor
       2932;2019051101:07;    1;  116.0;    0.0;    0.0;   0;   108.06;2019051102:00;eor
       2932;2019051102:07;    1;  122.0;    0.0;    0.0;   0;   103.44;2019051103:00;eor
       2932;2019051103:07;    1;  122.0;    0.0;    0.0;   0;    97.05;2019051104:00;eor
       2932;2019051104:07;    1;  121.0;    2.0;    2.0;   0;    89.33;2019051105:00;eor
       2932;2019051105:07;    1;  120.0;   18.0;   19.0;   0;    80.70;2019051106:00;eor
       2932;2019051106:07;    1;  122.0;   29.0;   30.0;   0;    71.54;2019051107:00;eor
       2932;2019051107:07;    1;  124.0;   41.0;   42.0;   0;    62.20;2019051108:00;eor
       2932;2019051108:07;    1;  125.0;   44.0;   45.0;   0;    53.08;2019051109:00;eor
       2932;2019051109:07;    1;  128.0;   48.0;   48.0;   0;    44.74;2019051110:00;eor
       2932;2019051110:07;    1;  129.0;   52.0;   53.0;   0;    38.01;2019051111:00;eor
       2932;2019051111:07;    1;  132.0;   49.0;   50.0;   0;    34.09;2019051112:00;eor
       2932;2019051112:07;    1;  130.0;   80.0;   81.0;   0;    34.08;2019051113:00;eor
       2932;2019051113:07;    1;  131.0;   34.0;   34.0;   0;    37.98;2019051114:00;eor
       2932;2019051114:07;    1;  130.0;   30.0;   30.0;   0;    44.69;2019051115:00;eor
       2932;2019051115:07;    1;  131.0;   13.0;   13.0;   0;    53.02;2019051116:00;eor
       2932;2019051116:07;    1;  131.0;    6.0;    6.0;   0;    62.12;2019051117:00;eor
       2932;2019051117:07;    1;  130.0;    6.0;    6.0;   0;    71.45;2019051118:00;eor
       2932;2019051118:07;    1;  129.0;    3.0;    3.0;   0;    80.59;2019051119:00;eor
       2932;2019051119:07;    1;  126.0;    1.0;    1.0;   0;    89.20;2019051120:00;eor
       2932;2019051120:07;    1;  124.0;    0.0;    0.0;   0;    96.89;2019051121:00;eor
       2932;2019051121:07;    1;  124.0;    0.0;    0.0;   0;   103.25;2019051122:00;eor
       2932;2019051122:07;    1;  124.0;    0.0;    0.0;   0;   107.84;2019051123:00;eor
       2932;2019051123:07;    1;  123.0;    0.0;    0.0;   0;   110.26;2019051200:00;eor
       2932;2019051200:07;    1;  122.0;    0.0;    0.0;   0;   110.25;2019051201:00;eor
       2932;2019051201:07;    1;  123.0;    0.0;    0.0;   0;   107.81;2019051202:00;eor
       2932;2019051202:07;    1;  121.0;    0.0;    0.0;   0;   103.20;2019051203:00;eor
       2932;2019051203:07;    1;  117.0;    0.0;    0.0;   0;    96.82;2019051204:00;eor
       2932;2019051204:07;    1;  106.0;    3.0;    4.0;   0;    89.12;2019051205:00;eor
       2932;2019051205:07;    1;  113.0;   26.0;   27.0;   0;    80.51;2019051206:00;eor
       2932;2019051206:07;    1;  108.0;   48.0;   52.0;   1;    71.35;2019051207:00;eor
       2932;2019051207:07;    1;  109.0;   71.0;   90.0;  18;    62.01;2019051208:00;eor
       2932;2019051208:07;    1;  117.0;  124.0;  137.0;  12;    52.88;2019051209:00;eor
       2932;2019051209:07;    1;  112.0;  143.0;  177.0;  31;    44.52;2019051210:00;eor
       2932;2019051210:07;    1;  100.0;   69.0;  290.0;  54;    37.77;2019051211:00;eor
       2932;2019051211:07;    1;  101.0;   54.0;  309.0;  57;    33.84;2019051212:00;eor
       2932;2019051212:07;    1;  102.0;   49.0;  316.0;  57;    33.83;2019051213:00;eor
       2932;2019051213:07;    1;  102.0;   51.0;  297.0;  59;    37.74;2019051214:00;eor
       2932;2019051214:07;    1;  102.0;   37.0;  272.0;  60;    44.48;2019051215:00;eor
       2932;2019051215:07;    1;  103.0;   36.0;  218.0;  58;    52.82;2019051216:00;eor
       2932;2019051216:07;    1;  102.0;   32.0;  171.0;  60;    61.93;2019051217:00;eor
       2932;2019051217:07;    1;  102.0;   30.0;  113.0;  60;    71.26;2019051218:00;eor
       2932;2019051218:07;    1;  103.0;   27.0;   51.0;  49;    80.40;2019051219:00;eor
       2932;2019051219:07;    1;  100.0;    7.0;    9.0;  20;    88.99;2019051220:00;eor
       2932;2019051220:07;    1;  100.0;    0.0;    0.0;   0;    96.67;2019051221:00;eor
       2932;2019051221:07;    1;  101.0;    0.0;    0.0;   0;   103.02;2019051222:00;eor
       2932;2019051222:07;    1;   -999;    0.0;    0.0;   0;   107.60;2019051223:00;eor
       2932;2019051223:07;    1;   97.0;    0.0;    0.0;   0;   110.01;2019051300:00;eor
       2932;2019051300:07;    1;   94.0;    0.0;    0.0;   0;   110.00;2019051301:00;eor
       2932;2019051301:07;    1;   93.0;    0.0;    0.0;   0;   107.57;2019051302:00;eor
       2932;2019051302:07;    1;   91.0;    0.0;    0.0;   0;   102.97;2019051303:00;eor
       2932;2019051303:07;    1;   91.0;    0.0;    0.0;   0;    96.60;2019051304:00;eor
       2932;2019051304:07;    1;   90.0;    5.0;    7.0;  21;    88.91;2019051305:00;eor
       2932;2019051305:07;    1;   90.0;   18.0;   47.0;  60;    80.31;2019051306:00;eor
